station_name,latitude,longitude,venue_id,venue_name,venue_category,venue_address,venue_distance,venue_latitude,venue_longitude
Columbia & 1st,49.269969,-123.109623,4df29cb0fa76abc3d86a240a,Seaside Seawall,Hiking Trail,Quebec St,483,49.272387,-123.104085
Columbia & 1st,49.269969,-123.109623,54bea64f498ec3ed3dde9a10,Earnest Ice Cream,Ice Cream Parlor,1829 Quebec St,502,49.268876,-123.102894
Columbia & 1st,49.269969,-123.109623,537e3ec8498ec730b9966b97,The Juice Truck,Juice Bar,28 5th Ave W,504,49.266348,-123.105436
Columbia & 1st,49.269969,-123.109623,4aa9d826f964a5206b5520e3,Cooper's Park,Dog Park,1020 Marinaside Cres,506,49.273486,-123.114075
Davie & Beach,49.287528,-123.142139,4c1823da834e2d7f0a812880,A-maze-ing Laughter,Sculpture Garden,1800 Morton Ave,42,49.287891,-123.142143
Davie & Beach,49.287528,-123.142139,4acfe023f964a52099d620e3,Starbucks,Coffee Shop,1795 Davie St,54,49.287236,-123.141532
Davie & Beach,49.287528,-123.142139,4bcbdf5268f976b049e86183,English Bay Beach,Beach,Beach Ave,112,49.286311,-123.143487
Davie & Beach,49.287528,-123.142139,4d3a00006de7721eed15ea49,Cactus Club Cafe,Mexican Restaurant,1790 Beach Ave,107,49.28666,-123.14278
Davie & Beach,49.287528,-123.142139,604859d906d2a567129f63d3,CRAFT Beer Market English Bay,Beer Bar,1795 Beach Ave,100,49.286629,-123.14221
Davie & Beach,49.287528,-123.142139,4c773251f2473704719c65eb,Sylvia's Bar,Bar,1154 Gilford St,119,49.288559,-123.142618
Davie & Beach,49.287528,-123.142139,4aa75933f964a520bf4c20e3,Banana Leaf,Malay Restaurant,1096 Denman St,181,49.288276,-123.139917
Davie & Beach,49.287528,-123.142139,4ad008e2f964a5205fd720e3,Delany's Coffee House,Coffee Shop,1105 Denman St,147,49.288307,-123.140488
Davie & Beach,49.287528,-123.142139,51076a5f164846261ad38fe0,Eye Kandee Lingerie,Clothing Store,1685 Davie St,232,49.286089,-123.139811
Davie & Beach,49.287528,-123.142139,4b54a00bf964a52071c327e3,Brandon & Joanny's NOFRILLS Vancouver,Grocery Store,1030 Denman St,249,49.28869059393502,-123.13914299011232
Morton & Denman,49.28803,-123.142135,4c1823da834e2d7f0a812880,A-maze-ing Laughter,Sculpture Garden,1800 Morton Ave,65,49.287891,-123.142143
Morton & Denman,49.28803,-123.142135,4c773251f2473704719c65eb,Sylvia's Bar,Bar,1154 Gilford St,68,49.288559,-123.142618
Morton & Denman,49.28803,-123.142135,4acfe023f964a52099d620e3,Starbucks,Coffee Shop,1795 Davie St,98,49.287236,-123.141532
Morton & Denman,49.28803,-123.142135,4d3a00006de7721eed15ea49,Cactus Club Cafe,Mexican Restaurant,1790 Beach Ave,159,49.28666,-123.14278
Morton & Denman,49.28803,-123.142135,4bcbdf5268f976b049e86183,English Bay Beach,Beach,Beach Ave,165,49.286311,-123.143487
Morton & Denman,49.28803,-123.142135,4ad008e2f964a5205fd720e3,Delany's Coffee House,Coffee Shop,1105 Denman St,123,49.288307,-123.140488
Morton & Denman,49.28803,-123.142135,604859d906d2a567129f63d3,CRAFT Beer Market English Bay,Beer Bar,1795 Beach Ave,155,49.286629,-123.14221
Morton & Denman,49.28803,-123.142135,4aa75933f964a520bf4c20e3,Banana Leaf,Malay Restaurant,1096 Denman St,163,49.288276,-123.139917
Morton & Denman,49.28803,-123.142135,4b54a00bf964a52071c327e3,Brandon & Joanny's NOFRILLS Vancouver,Grocery Store,1030 Denman St,230,49.28869059393502,-123.13914299011232
Morton & Denman,49.28803,-123.142135,51076a5f164846261ad38fe0,Eye Kandee Lingerie,Clothing Store,1685 Davie St,273,49.286089,-123.139811
13th & Cambie,49.259579,-123.114769,52ae4f3c11d227ba4f4b055a,Indian Roti Kitchen,Indian Restaurant,2961 Cambie St,75,49.258983,-123.115272
13th & Cambie,49.259579,-123.114769,57e6d0a2498e8d223bc2af56,Passion8 Dessert Cafe,Café,3010 Cambie St,134,49.25837,-123.114814
13th & Cambie,49.259579,-123.114769,5674aec9498e6800815c3598,Vij's,Indian Restaurant,3106 Cambie St,232,49.257484,-123.11482
13th & Cambie,49.259579,-123.114769,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,428,49.263077,-123.117243
13th & Cambie,49.259579,-123.114769,4aac95abf964a5204a5e20e3,Winona Park,Landmarks and Outdoors,400 W 59th Ave,398,49.263009,-123.113182
13th & Cambie,49.259579,-123.114769,4e223f06d4c0d32590f80ff4,La Taqueria Pinche Taco Shop,Taco Restaurant,2450 Yukon St,477,49.263637,-123.112586
13th & Cambie,49.259579,-123.114769,4aa73d25f964a520704c20e3,Whole Foods,Retail,510 8th Ave W,487,49.263957,-123.115209
13th & Cambie,49.259579,-123.114769,551f1b46498e86217dc958e6,Rain or Shine,Ice Cream Parlor,3382 Cambie St,502,49.255054,-123.114856
13th & Cambie,49.259579,-123.114769,503a5effe4b0c6f193940f26,Lemonade Gluten Free Bakery,Bakery,3385 Cambie St,495,49.255142,-123.115431
13th & Cambie,49.259579,-123.114769,4aa843e0f964a5207f5020e3,Cactus Club Cafe Broadway + Ash,American Restaurant,575 West Broadway,459,49.263396,-123.117189
Nelson & Denman,49.2890705989865,-123.138407369468,5851f5b5297c16529dd5cf93,Peaked Pies,Australian Restaurant,975 Denman St,63,49.28964,-123.138493
Nelson & Denman,49.2890705989865,-123.138407369468,4b54a00bf964a52071c327e3,Brandon & Joanny's NOFRILLS Vancouver,Grocery Store,1030 Denman St,78,49.28869059393502,-123.13914299011232
Nelson & Denman,49.2890705989865,-123.138407369468,4aa75933f964a520bf4c20e3,Banana Leaf,Malay Restaurant,1096 Denman St,140,49.288276,-123.139917
Nelson & Denman,49.2890705989865,-123.138407369468,5232582411d28a78f78f1a91,Dollarama,Discount Store,1779 Comox St,81,49.288405,-123.138874
Nelson & Denman,49.2890705989865,-123.138407369468,4aa7455df964a5208e4c20e3,Kingyo Izakaya 金魚居酒屋,Sushi Restaurant,871 Denman St,203,49.290643,-123.136956
Nelson & Denman,49.2890705989865,-123.138407369468,4ad008e2f964a5205fd720e3,Delany's Coffee House,Coffee Shop,1105 Denman St,173,49.288307,-123.140488
Nelson & Denman,49.2890705989865,-123.138407369468,4aa97278f964a520b25320e3,Blenz Coffee,Coffee Shop,935 Denman St,143,49.290242,-123.137571
Nelson & Denman,49.2890705989865,-123.138407369468,4c1823da834e2d7f0a812880,A-maze-ing Laughter,Sculpture Garden,1800 Morton Ave,282,49.287891,-123.142143
Nelson & Denman,49.2890705989865,-123.138407369468,4aa9ac4ff964a520cc5420e3,Cardero Bottega,Coffee Shop,1016 Cardero St,299,49.287092,-123.135598
Nelson & Denman,49.2890705989865,-123.138407369468,4aabe78ff964a520d05a20e3,Aria Market,Grocery Store,837 Bidwell St,319,49.290288,-123.134411
Melville & Bute,49.287782,-123.12395,59b17359cf72a06947102770,49th Parallel Café & Lucky's Doughnuts - THURLOW,Dining and Drinking,689 Thurlow St,205,49.286052,-123.122935
Melville & Bute,49.287782,-123.12395,4c474fc476d72d7fa3c03c4d,Harbour Green Park,Park,1187A1 W Cordova St,236,49.289362,-123.121757
Melville & Bute,49.287782,-123.12395,4c3a6ce0edba9521e89ad625,BC Liquor Store,Beer Store,768 Bute St,213,49.286439,-123.12605
Melville & Bute,49.287782,-123.12395,5a221e0fb23dfa2af3d74bef,Muji 無印良品,Miscellaneous Store,1125 Robson St,285,49.285368,-123.12531
Melville & Bute,49.287782,-123.12395,4ab59f7cf964a520a97520e3,Joe Fortes Seafood & Chop House,Seafood Restaurant,777 Thurlow St,309,49.284956,-123.124545
Melville & Bute,49.287782,-123.12395,4aaaf960f964a520575820e3,Konbiniya,Sushi Restaurant,1238 Robson St,324,49.286326,-123.127825
Melville & Bute,49.287782,-123.12395,510b1603e4b0607cda141579,Breka Bakery & Cafe,Bakery,812 Bute St,321,49.285765,-123.127128
Melville & Bute,49.287782,-123.12395,4d486b0211618cfade6cd423,Koffie,Café,1050 Pender St W,330,49.287035,-123.11953
Melville & Bute,49.287782,-123.12395,4e42e0037d8b2eefb3b06d20,Thierry,Dessert Shop,1059 Alberni St,347,49.284766,-123.122662
Melville & Bute,49.287782,-123.12395,5646ab13498e460c732920e8,Ramen Danbo - Robson,Ramen Restaurant,1333 Robson St,365,49.287499,-123.12898
Seymour & Cordova,49.28512,-123.11242,4c19649998f4a5932b0f00f6,Coal Harbour Gifts,Gift Store,555 Hastings St W,78,49.28443,-123.112168
Seymour & Cordova,49.28512,-123.11242,4b3310a3f964a520601725e3,Vancouver Lookout,Scenic Lookout,555 Hastings St W,66,49.284527,-123.112339
Seymour & Cordova,49.28512,-123.11242,4aa6bc27f964a520df4a20e3,Steamworks Brewing Co,Bar,375 Water St,110,49.284949,-123.110915
Seymour & Cordova,49.28512,-123.11242,4aa7f561f964a520384e20e3,Miku,Sushi Restaurant,200 Granville St,183,49.286766,-123.112205
Seymour & Cordova,49.28512,-123.11242,626590fd7335471b48e4ed8d,Breka Bakery & Café,Bakery,740 Hastings St W,176,49.285619,-123.114947
Seymour & Cordova,49.28512,-123.11242,4aa9662cf964a520795320e3,Gastown Steam Clock,Monument,305 Water St,261,49.284511,-123.10893
Seymour & Cordova,49.28512,-123.11242,5baffb6598fbfc002c5153b2,Kokoro Tokyo Mazesoba,Ramen Restaurant,551 Seymour St,275,49.283401,-123.115164
Seymour & Cordova,49.28512,-123.11242,4aa84f03f964a520c15020e3,La Taqueria,Taco Restaurant,322 Hastings St W,272,49.282983,-123.110585
Seymour & Cordova,49.28512,-123.11242,52dec1e1498e71f308720349,Timbertrain Coffee Roasters,Coffee Shop,311W Cordova St W,279,49.283744,-123.109189
Seymour & Cordova,49.28512,-123.11242,4d9b41359298b1f7635b5338,Revolver,Café,325 Cambie St,297,49.283261,-123.109473
Arbutus & Nanton,49.247854,-123.153422,5f344ea22eb73d3c90b2af98,Starbucks,Coffee Shop,2101 Lahb Ave,185,49.249141,-123.155056
Arbutus & Nanton,49.247854,-123.153422,4bd88c2851170f47af9933e4,Quilchena Park,Park,W 33rd Ave,336,49.24516,-123.15131
Arbutus & Nanton,49.247854,-123.153422,5ef3ef5b579b510008c7d51e,Safeway,Grocery Store,2101 Lahb Ave,142,49.248667,-123.154934
Arbutus & Nanton,49.247854,-123.153422,4e99a9172c5bf14846c27a79,Amberwood Dental,Dentist,4255 Arbutus St,156,49.248801,-123.155027
Arbutus & Nanton,49.247854,-123.153422,4d54461cbdbea1cd7c15e592,Subway,Deli,4665 Arbutus St,364,49.244594,-123.153936
Arbutus & Nanton,49.247854,-123.153422,5cc0b2df993981002ca50b49,Town Pantry,Convenience Store,4615 Arbutus St,311,49.245062,-123.153814
Arbutus & Nanton,49.247854,-123.153422,582368bc77259231d512d021,Aston Baby,Baby Store,3837 Angus Dr,658,49.251268,-123.145995
Arbutus & Nanton,49.247854,-123.153422,4dbf17c26a23e5a549ce29eb,Shaughnessy Elementary School,Elementary School,4250 Marguerite St,706,49.248487,-123.14373
Arbutus & Nanton,49.247854,-123.153422,4bd32326a8b3a5930126695f,Canuck Place Children's Hospice,Hospice,1690 Matthew's Ave,868,49.251752,-123.143036
Arbutus & Nanton,49.247854,-123.153422,c602badae8b440ea72b6e5ad,St Chad's Anglican Church,Church,3874 Trafalgar St,960,49.2521,-123.164957
Yukon & 6th,49.265939,-123.1129,4aa84de2f964a520ba5020e3,The Beaumont Studios,Art Gallery,316W 5th Ave W,140,49.266432,-123.111121
Yukon & 6th,49.265939,-123.1129,4e223f06d4c0d32590f80ff4,La Taqueria Pinche Taco Shop,Taco Restaurant,2450 Yukon St,256,49.263637,-123.112586
Yukon & 6th,49.265939,-123.1129,4aa73d25f964a520704c20e3,Whole Foods,Retail,510 8th Ave W,276,49.263957,-123.115209
Yukon & 6th,49.265939,-123.1129,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,Coffee Shop,2310 Ash St,324,49.26473,-123.116978
Yukon & 6th,49.265939,-123.1129,4aec909ff964a520ccc821e3,Milano Coffee,Coffee Shop,156 8th Ave W,391,49.263724,-123.108701
Yukon & 6th,49.265939,-123.1129,4aac95abf964a5204a5e20e3,Winona Park,Landmarks and Outdoors,400 W 59th Ave,326,49.263009,-123.113182
Yukon & 6th,49.265939,-123.1129,4be73b80910020a16435d514,Jonathan Rogers Park,Park,110 7th Ave W,399,49.264274,-123.108018
Yukon & 6th,49.265939,-123.1129,4aa98676f964a520105420e3,Elysian Coffee Broadway,Coffee Shop,590 Broadway W,447,49.263077,-123.117243
Yukon & 6th,49.265939,-123.1129,4aa843e0f964a5207f5020e3,Cactus Club Cafe Broadway + Ash,American Restaurant,575 West Broadway,420,49.263396,-123.117189
Yukon & 6th,49.265939,-123.1129,5ba9958535d3fc003903abcc,Nook,Italian Restaurant,195 2nd Ave W,476,49.269521,-123.109276
11th & Kingsway,49.261122,-123.097571,4aa6f181f964a520934b20e3,The Cascade Room,Lounge,2616 Main St,240,49.261744,-123.100746
11th & Kingsway,49.261122,-123.097571,4aa7e590f964a520ec4d20e3,Sushiyama,Sushi Restaurant,371 Broadway E,206,49.262968,-123.0972
11th & Kingsway,49.261122,-123.097571,50f1dd8ee4b0ee8fd93bbfff,Dude Chilling Park,Public Art,400 E 8th Ave,281,49.263472,-123.096107
11th & Kingsway,49.261122,-123.097571,4abedbd3f964a5204d9020e3,Hime Japanese Restaurant,Sushi Restaurant,315 Broadway E,221,49.262963,-123.09874
11th & Kingsway,49.261122,-123.097571,5044114ce4b003e2b452ddee,La Petite Cuillere,Tea Room,55 Kingsway,313,49.263551,-123.099764
11th & Kingsway,49.261122,-123.097571,4fb6cb56e4b04335c6dfbe0a,49th Parallel Coffee Roast,Coffee Shop,2902 Main St,322,49.259164,-123.100851
11th & Kingsway,49.261122,-123.097571,4b732ae3f964a520749f2de3,Pulpfiction Books,Bookstore,2422 Main St,354,49.263494,-123.100651
11th & Kingsway,49.261122,-123.097571,4b2aa15ef964a520a0ac24e3,Tisol,Pet Supplies Store,2949 Main St,401,49.258788,-123.101792
11th & Kingsway,49.261122,-123.097571,53c4959b498ebad0cc0cdfb4,The Federal Store,Café,2601 Quebec St,417,49.261909,-123.103193
11th & Kingsway,49.261122,-123.097571,4aa82a04f964a520be4f20e3,Gene Coffeebar,Coffee Shop,2404 Main St,365,49.263721,-123.100671
Wylie & 2nd,49.267725,-123.11311,4aa84de2f964a520ba5020e3,The Beaumont Studios,Art Gallery,316W 5th Ave W,203,49.266432,-123.111121
Wylie & 2nd,49.267725,-123.11311,5ba9958535d3fc003903abcc,Nook,Italian Restaurant,195 2nd Ave W,342,49.269521,-123.109276
Wylie & 2nd,49.267725,-123.11311,4c75baefdb52b1f7c5b979dc,Caffe Cittadella,Coffee Shop,2310 Ash St,435,49.26473,-123.116978
Wylie & 2nd,49.267725,-123.11311,4aa73d25f964a520704c20e3,Whole Foods,Retail,510 8th Ave W,445,49.263957,-123.115209
Wylie & 2nd,49.267725,-123.11311,4e223f06d4c0d32590f80ff4,La Taqueria Pinche Taco Shop,Taco Restaurant,2450 Yukon St,455,49.263637,-123.112586
Wylie & 2nd,49.267725,-123.11311,53eee0b9498e381a6c7eaa98,Mahony & Sons,Irish Pub,610 Stamp's Landng,428,49.26908,-123.118647
Wylie & 2nd,49.267725,-123.11311,4aec909ff964a520ccc821e3,Milano Coffee,Coffee Shop,156 8th Ave W,547,49.263724,-123.108701
Wylie & 2nd,49.267725,-123.11311,4be73b80910020a16435d514,Jonathan Rogers Park,Park,110 7th Ave W,532,49.264274,-123.108018
Wylie & 2nd,49.267725,-123.11311,537e3ec8498ec730b9966b97,The Juice Truck,Juice Bar,28 5th Ave W,577,49.266348,-123.105436
Wylie & 2nd,49.267725,-123.11311,4cdf0d54f8a4a1431cabdbbc,Legacy Liquor Store,Beer Store,1633 Manitoba St,590,49.271225,-123.106987
29th & Cambie,49.245135,-123.116098,4aac6667f964a520d85d20e3,Bloedel Floral Conservatory,Garden,33rd Ave,373,49.242137,-123.113756
29th & Cambie,49.245135,-123.116098,4f774a9ee4b04368dc955d82,Queen Elizabeth Botanical Gardens,Garden,4600 Cambie St,379,49.242081,-123.113751
29th & Cambie,49.245135,-123.116098,4ad15d40f964a5203ade20e3,Seasons in the Park,Seafood Restaurant,33rd Ave W,462,49.241967,-123.111957
29th & Cambie,49.245135,-123.116098,4e4c6b1162e1e5f46717eb97,Queen Elizabeth Park Fountains,Plaza,4600 Cambie St,439,49.241478,-123.113781
29th & Cambie,49.245135,-123.116098,4aa80df5f964a520034f20e3,Scotiabank Field at Nat Bailey Stadium,Stadium,4601 Ontario St,735,49.242702,-123.106668
29th & Cambie,49.245135,-123.116098,4b929e0ff964a520390a34e3,Queen Elizabeth Pitch & Putt,Golf Course,Cambie St & W 33rd Ave,687,49.241058,-123.123231
29th & Cambie,49.245135,-123.116098,4cd59ef8b2a4370427607f44,Vancouver Winter Farmers Market,Farmers Market,4601 Ontario St,777,49.243155,-123.105815
29th & Cambie,49.245135,-123.116098,4dac824e8154abafc2d94654,Queen Elizabeth Park Offleash Dog Park,Dog Park,,842,49.238397,-123.110761
29th & Cambie,49.245135,-123.116098,4bdf6cddffdec9287a09eca1,Queen Elizabeth Park,Urban Park,4600 Cambie St,981,49.241325,-123.11111
29th & Cambie,49.245135,-123.116098,62d8d630353a34247b8e09fd,Pharma Giant,Health and Medicine,1771 Robson St a,567,49.249849,-123.119116
Rolston & Granville,49.274232,-123.129998,4aa99f79f964a5208e5420e3,George Wainborn Park,Playground,450 Beach Cres,212,49.272361,-123.12939
Rolston & Granville,49.274232,-123.129998,5b9032b4345cbe00398a8d6a,Matchstick Coffee Roasters,Café,1328 Richards St,273,49.274404,-123.126239
Rolston & Granville,49.274232,-123.129998,4c5385244623be9aa29e36f1,False Creek Seawall,Hiking Trail,1689 Johnston St,307,49.272732,-123.133558
Rolston & Granville,49.274232,-123.129998,4ab988d5f964a520cb7f20e3,Sushi Osaka,Sushi Restaurant,1361 Burrard St,401,49.277632,-123.131868
Rolston & Granville,49.274232,-123.129998,4aa83c06f964a5204d5020e3,The Sandbar Seafood Restaurant,Lounge,1535 Johnston St,379,49.27216,-123.134158
Rolston & Granville,49.274232,-123.129998,4aa7f646f964a5203d4e20e3,Granville Island Public Market,Farmers Market,1689 Johnston St,429,49.27209,-123.135
Rolston & Granville,49.274232,-123.129998,4b572f20f964a520f92928e3,David Lam Park,Park,1300 Pacific Blvd,460,49.27233,-123.124359
Rolston & Granville,49.274232,-123.129998,581d44acabffa14f7316e8c4,Firecrust,Pizzeria,808 Davie St,438,49.277823,-123.127505
Rolston & Granville,49.274232,-123.129998,52100563498edca0c55931b1,A Bread Affair,Bakery,1680 Johnston St,469,49.27248,-123.135889
Rolston & Granville,49.274232,-123.129998,4bdf33486198c9b61b4e16ff,Nando's,American Restaurant,828 Davie St,437,49.277864,-123.12767
East Blvd & 37th,49.238105,-123.154966,539cfd6f498e2eba5818d2e7,Pizzeria Bufala,Pizzeria,5395 West Blvd,90,49.23743,-123.155674
East Blvd & 37th,49.238105,-123.154966,4b5f6cd8f964a52090b929e3,White Spot,Burger Joint,5367 West Blvd,63,49.237693,-123.155615
East Blvd & 37th,49.238105,-123.154966,4acbcd61f964a520bdc720e3,Secret Garden Tea Co,Tea Room,2138 40th Ave W,257,49.235849,-123.155781
East Blvd & 37th,49.238105,-123.154966,5eac516e769ac80008d0f07b,Chunyang Tea 春陽茶事,Bubble Tea Shop,5335 West Blvd,59,49.237883,-123.155712
East Blvd & 37th,49.238105,-123.154966,50060990e4b0f7aff1ef104d,Skin Matters Medical Centre,Doctor's Office,5299 Arbutus St,85,49.238548,-123.155931
East Blvd & 37th,49.238105,-123.154966,4aa7f6c7f964a520434e20e3,Ajisai Sushi Bar,Sushi Restaurant,2081 42nd Ave W,469,49.233959,-123.153755
East Blvd & 37th,49.238105,-123.154966,588524b6b792070fe89577fb,Honolulu Coffee,Café,2098W 41st Ave E,408,49.23434,-123.154841
East Blvd & 37th,49.238105,-123.154966,4bd395ca41b9ef3bb39900e6,Baan Wasana Thai Restaurant,Thai Restaurant,2143W 41st Ave W,393,49.234757,-123.156742
East Blvd & 37th,49.238105,-123.154966,4b1c6cadf964a520310724e3,Golden Ocean Seafood Restaurant,Chinese Restaurant,2046 41 St Ave W,431,49.234366,-123.153385
East Blvd & 37th,49.238105,-123.154966,4be8bec4d837c9b6f7c2a506,Minerva Pizza & Steak House,Pizzeria,2411W 41st Ave W,602,49.234782,-123.161526
28th & Willow,49.246243,-123.124373,4aa846f9f964a520945020e3,Dragon Ball Tea House,Tea Room,1007 King Edward Ave W,443,49.24949,-123.127924
28th & Willow,49.246243,-123.124373,4cd490f17da9a35daa6be4b9,Second Cup Coffee Co,Café,4500 Oak St,238,49.245427,-123.127415
28th & Willow,49.246243,-123.124373,50a2d12be4b07d69fb6bf07f,Osaka Sushi,Sushi Restaurant,960 King Edward Ave W,272,49.248485,-123.125892
28th & Willow,49.246243,-123.124373,4f035cd17ee5f14f3b7b9f66,City1Cafe,Malay Restaurant,954 King Edward Ave W,267,49.248516,-123.12557
28th & Willow,49.246243,-123.124373,4aa72c25f964a5201b4c20e3,Safeway King Edward,Grocery Store,990 King Edward Ave W,294,49.24848,-123.12654
28th & Willow,49.246243,-123.124373,4c880e3e10523704977abdf1,Tim Hortons,"Cafe, Coffee, and Tea House",4480 Oak St,279,49.243752,-123.12492
28th & Willow,49.246243,-123.124373,4b005455f964a520e73c22e3,Rackets & Runners,Shoe Store,3880 Oak St,580,49.251133,-123.127172
28th & Willow,49.246243,-123.124373,4ce83ff2fe90a35dbb88410e,Starbucks,Coffee Shop,890 W 25 Ave,300,49.248573,-123.126467
28th & Willow,49.246243,-123.124373,4b929e0ff964a520390a34e3,Queen Elizabeth Pitch & Putt,Golf Course,Cambie St & W 33rd Ave,582,49.241058,-123.123231
28th & Willow,49.246243,-123.124373,4f78f3a1e4b0290a8cd8b05d,Truffles Fine Foods,Caterer,5151 Oak St,826,49.239427,-123.12893
Ontario & 23rd,49.249722,-123.104991,4ff50236e4b0fecb24dd4b62,The Acorn,Vegan and Vegetarian Restaurant,3995 Main St,253,49.249622,-123.101499
Ontario & 23rd,49.249722,-123.104991,4aa84dacf964a520b95020e3,Zakkushi Charcoal Grill,Japanese Restaurant,4075 Main St,280,49.249014,-123.101285
Ontario & 23rd,49.249722,-123.104991,52a4f3dc11d200e736bc581f,The Fish Counter,Fish and Chips Shop,3825 Main St,299,49.250765,-123.101191
Ontario & 23rd,49.249722,-123.104991,4ab19439f964a520156a20e3,Hawkers Delight Deli,Deli,4127 Main St,303,49.248411,-123.101315
Ontario & 23rd,49.249722,-123.104991,59dcfcc46f706a3090eebc38,Aperture Coffee Bar,Café,4124 Main St,339,49.248437,-123.10075
Ontario & 23rd,49.249722,-123.104991,4ecd5f6499114b4884bb9cae,The Soap Dispensary,Boutique,3718 Main St,377,49.251718,-123.100785
Ontario & 23rd,49.249722,-123.104991,550e0686498e7aa1df545686,Liberty Bakery,Bakery,3699 Main St,368,49.251934,-123.101209
Ontario & 23rd,49.249722,-123.104991,4ae65e64f964a520b5a621e3,Sawasdee Thai Restaurant,Thai Restaurant,4250E Main St,417,49.247047,-123.100956
Ontario & 23rd,49.249722,-123.104991,4ab67627f964a520327720e3,Front and Co,Vintage and Thrift Store,3772 Main St,358,49.251378,-123.100756
Ontario & 23rd,49.249722,-123.104991,54beb970498eb85a5752a632,Cultivate Tea,Lounge,3623 Main St,417,49.252537,-123.101179
30th & Ontario,49.243375,-123.104978,4cd59ef8b2a4370427607f44,Vancouver Winter Farmers Market,Farmers Market,4601 Ontario St,65,49.243155,-123.105815
30th & Ontario,49.243375,-123.104978,4aa80df5f964a520034f20e3,Scotiabank Field at Nat Bailey Stadium,Stadium,4601 Ontario St,143,49.242702,-123.106668
30th & Ontario,49.243375,-123.104978,4aac5fa0f964a520ac5d20e3,Riley Park,Playground,4600 James Ave,159,49.241944,-123.104739
30th & Ontario,49.243375,-123.104978,4abfd38af964a5207f9220e3,Pho Tan Vietnamese Restaurant,Vietnamese Restaurant,4598 Main St,284,49.243467,-123.101057
30th & Ontario,49.243375,-123.104978,57b77dcf498e9b2667fbc27b,Matchstick Coffee Roasters,Café,4807 Main St,277,49.241902,-123.101897
30th & Ontario,49.243375,-123.104978,4aa7faa5f964a520744e20e3,East is East,Coffee Shop,4413 Main St,356,49.245625,-123.101484
30th & Ontario,49.243375,-123.104978,4aec991df964a5203dc921e3,Long's Noodle House,Chinese Restaurant,4853 Main St,332,49.241294,-123.101683
30th & Ontario,49.243375,-123.104978,5a52c0b3916bc169c28aa62a,Autostrada Osteria,Italian Restaurant,4811 Main St,293,49.241804,-123.101726
30th & Ontario,49.243375,-123.104978,5107507be4b0addb49086722,The Shameful Tiki Room,Music Venue,4362 Main St,422,49.246181,-123.101044
30th & Ontario,49.243375,-123.104978,54153191498e60747d391a7b,Meet on Main,Vegan and Vegetarian Restaurant,4288 Main St,470,49.246727,-123.10101
Franklin & Nanaimo,49.282087,-123.056909,50135fe6e4b0ad6ab24d7c84,Tacofino Commissary,Mexican Restaurant,2327E Hastings St E,96,49.281292,-123.057458
Franklin & Nanaimo,49.282087,-123.056909,5243216111d2d626fd179d2e,Platform 7 Coffee,Café,2331E Hastings St E,96,49.281271,-123.057375
Franklin & Nanaimo,49.282087,-123.056909,4aac06c6f964a520b75b20e3,Donald's Market,Grocery Store,2332E Hastings St E,122,49.281003,-123.05719
Franklin & Nanaimo,49.282087,-123.056909,4b1adc8ff964a5206ff323e3,Roundel Cafe,Burger Joint,2465E Hastings St E,147,49.281301,-123.055268
Franklin & Nanaimo,49.282087,-123.056909,53334744498ea6085d2b865e,Jackalope's Neighbourhood Dive,Southern Food Restaurant,2257 Hastings St E,161,49.28136,-123.058843
Franklin & Nanaimo,49.282087,-123.056909,534b182411d2fd00c7d4c11f,Mr. Red Cafe,Fast Food Restaurant,2234 Hastings St E,195,49.281025,-123.059058
Franklin & Nanaimo,49.282087,-123.056909,5633c9c6498eaf29cd2fe178,Bai Bua Thai Cuisine,Thai Restaurant,2443 Hastings St E,125,49.281291,-123.055672
Franklin & Nanaimo,49.282087,-123.056909,50b855f2e4b011c4a6849c05,Tamam Fine Palestinian Cuisine,Kebab Restaurant,2616 Hastings St E,410,49.280974,-123.051507
Franklin & Nanaimo,49.282087,-123.056909,530e65a8498eaef6fcd48e51,Pallet Coffee Roasters,Coffee Shop,323 Semlin Dr,508,49.28179,-123.063911
Franklin & Nanaimo,49.282087,-123.056909,50ada0e0e4b03c6b1ca797ff,Curry Zone,Indian Restaurant,2671 Hastings St E,497,49.281302,-123.050155
Lakewood & Triumph,49.283968,-123.061615,4f1b5861e4b08382320d3f2e,Parallel 49 Brewing Co,Brewery,1950 Triumph St,203,49.283798,-123.064405
Lakewood & Triumph,49.283968,-123.061615,530e65a8498eaef6fcd48e51,Pallet Coffee Roasters,Coffee Shop,323 Semlin Dr,293,49.28179,-123.063911
Lakewood & Triumph,49.283968,-123.061615,50d3a29fe4b0962b1f99af16,The Pie Shoppe,Bakery,1875 Powell St,335,49.28487,-123.066038
Lakewood & Triumph,49.283968,-123.061615,534b182411d2fd00c7d4c11f,Mr. Red Cafe,Fast Food Restaurant,2234 Hastings St E,375,49.281025,-123.059058
Lakewood & Triumph,49.283968,-123.061615,53334744498ea6085d2b865e,Jackalope's Neighbourhood Dive,Southern Food Restaurant,2257 Hastings St E,352,49.28136,-123.058843
Lakewood & Triumph,49.283968,-123.061615,50135fe6e4b0ad6ab24d7c84,Tacofino Commissary,Mexican Restaurant,2327E Hastings St E,423,49.281292,-123.057458
